id,name,club,age,league,nationality,height_cm,weight_kg,pace,shooting,passing,dribbling,defense,physical,gk_habilities,position
13278,E. Amor,Vélez Sarsfield,22,Argentinian Superliga,Argentina,183,80,49,24,36,41,61,72,13,Defender
13279,S. Salcedo,Club Atlético Huracán,19,Argentinian Superliga,Paraguay,183,75,68,35,44,47,62,60,9,Defender
13280,T. Eaves,Gillingham,25,English League One,England,193,86,50,62,38,57,35,75,10,Striker
13281,Kim Young Chan,Jeonbuk Hyundai Motors,23,Korean K League Classic,Korea Republic,189,80,67,24,37,42,62,67,10,Defender
13282,M. Rodríguez,SG Sonnenhof Großaspach,23,German 3. Liga,United States,184,84,72,59,46,67,17,64,10,Striker
13283,D. Bachmann,Watford,22,English Premier League,Austria,191,81,60,58,54,65,43,60,59,Goalkeeper
13284,D. Olsson,GIF Sundsvall,22,Swedish Allsvenskan,Sweden,182,73,72,52,54,59,57,63,9,Defender
13285,R. Muirhead,Milton Keynes Dons,21,English League One,Scotland,189,75,61,64,48,60,24,65,13,Striker
13286,L. Martínez,Tigres U.A.N.L.,22,Mexican Liga MX,Mexico,187,82,67,47,59,55,58,68,12,Midfielder
13287,S. Nkansah,Eintracht Braunschweig,21,German 2. Bundesliga,Germany,188,78,55,30,43,46,64,56,10,Defender
13288,Emanuel Novo,Grupo Desportivo de Chaves,24,Portuguese Primeira Liga,Portugal,191,84,62,62,55,67,17,59,61,Goalkeeper
13289,K. Letheren,Plymouth Argyle,29,English League One,Wales,188,83,61,60,64,61,54,58,61,Goalkeeper
13290,E. Purita,Arsenal de Sarandí,20,Argentinian Superliga,Argentina,179,69,73,52,58,61,54,70,12,Midfielder
13291,A. Hyodo,Ventforet Kofu,35,Japanese J1 League,Japan,180,73,61,58,61,57,49,60,11,Midfielder
13292,A. Laukart,FC Twente,18,Holland Eredivisie,Germany,183,74,73,59,59,62,50,53,6,Midfielder
13293,J. Villalba,Borussia Mönchengladbach,18,German Bundesliga,Paraguay,174,65,70,65,57,63,24,44,11,Striker
13294,M. Mlynikowski,Chemnitzer FC,24,German 3. Liga,Germany,182,72,72,46,54,58,58,60,10,Defender
13295,J. McCourt,Chesterfield,21,English League Two,England,178,68,68,43,58,57,59,66,12,Defender
13296,J. Keller,FC St. Pauli,22,German 2. Bundesliga,Switzerland,180,85,69,43,57,62,59,75,11,Defender
13297,Erik Expósito,UD Las Palmas,21,Spanish Primera División,Spain,184,78,65,59,45,60,29,59,9,Striker
13298,S. Eismann,FC Carl Zeiss Jena,29,German 3. Liga,Germany,183,76,56,38,52,52,65,68,12,Defender
13299,T. Aasheim,Viking FK,21,Norwegian Eliteserien,Norway,184,75,79,56,53,66,40,63,10,Striker
13300,A. Haidara,FC Red Bull Salzburg,19,Austrian Bundesliga,Mali,174,67,65,62,60,65,52,64,9,Midfielder
13301,C. Byrne,St. Patrick's Athletic,31,Rep. Ireland Premier Division,Republic of Ireland,180,74,61,62,58,63,25,63,12,Striker
13302,G. Rehak,Independiente,24,Argentinian Superliga,Argentina,185,71,63,55,55,61,29,64,60,Goalkeeper
13303,E. Agyiri,Vålerenga Fotball,19,Norwegian Eliteserien,Ghana,176,69,65,51,62,63,51,59,11,Midfielder
13304,K. Bare,Atlético Madrid,19,Spanish Primera División,Albania,174,72,70,51,58,58,50,70,12,Midfielder
13305,E. Kane,Sandefjord Fotball,22,Norwegian Eliteserien,Senegal,190,78,79,27,35,47,61,74,8,Defender
13306,J. Mlakar,F.B.C. Unione Venezia,18,Italian Serie B,Slovenia,183,78,63,61,48,60,24,59,11,Striker
13307,M. Kavdanski,Clermont Foot 63,30,French Ligue 2,Bulgaria,187,72,55,23,32,41,63,64,9,Defender
13308,T. Haitz,Sportfreunde Lotte,25,German 3. Liga,Germany,188,81,56,28,36,42,61,67,11,Defender
13309,M. Pawelec,Śląsk Wrocław,31,Polish Ekstraklasa,Poland,180,72,49,45,52,56,67,65,13,Defender
13310,R. Duffy,Notts County,31,English League Two,Wales,181,65,58,35,50,51,60,72,14,Defender
13311,J. Ledesma,Rosario Central,24,Argentinian Superliga,Argentina,185,83,62,59,64,65,45,58,62,Goalkeeper
13312,A. Askar,Sarpsborg 08 FF,31,Norwegian Eliteserien,Ethiopia,174,62,76,64,59,71,55,51,9,Striker
13313,J. Justin,Luton Town,19,English League Two,England,183,71,70,34,55,61,58,61,9,Defender
13314,G. Hirst,Sheffield Wednesday,18,English Championship,England,191,70,75,61,39,50,27,61,12,Striker
13315,B. Graham,Cheltenham Town,29,English League Two,Scotland,188,74,61,60,45,62,30,69,9,Striker
13316,L. Watkowiak,SV Wehen Wiesbaden,21,German 3. Liga,Germany,197,75,65,59,64,66,31,60,63,Goalkeeper
13317,T. Mahrer,SV Mattersburg,27,Austrian Bundesliga,Austria,191,81,49,26,36,38,62,71,10,Defender
13318,K. Jakob,FC Augsburg,19,German Bundesliga,Germany,180,69,68,36,54,61,57,61,10,Defender
13319,M. Flynn,Newport County,36,English League Two,Wales,180,85,45,60,62,56,51,66,10,Midfielder
13320,O. Lund,Lyngby BK,26,Danish Superliga,Denmark,188,83,67,39,56,60,59,65,12,Defender
13321,J. Aribo,Charlton Athletic,20,English League One,England,183,76,79,47,65,59,49,60,10,Midfielder
13322,S. Bösel,SG Sonnenhof Großaspach,22,German 3. Liga,Germany,180,66,66,53,55,60,52,72,9,Midfielder
13323,S. McConville,Accrington Stanley,28,English League Two,England,180,74,78,56,57,62,37,59,1,Midfielder
13324,C. Goode,Scunthorpe United,21,English League One,England,196,75,63,26,39,44,62,66,1,Defender
13325,F. Quiroz,Colon de Santa Fe,19,Argentinian Superliga,Argentina,177,75,73,51,56,60,60,64,12,Defender
13326,K. Dawson,Cheltenham Town,27,English League Two,Republic of Ireland,179,80,81,54,60,62,51,68,12,Midfielder
13327,H. McGahey,Rochdale,21,English League One,England,187,85,71,32,39,38,61,69,9,Defender
13328,S. Mvibudulu,SV Wehen Wiesbaden,24,German 3. Liga,DR Congo,188,82,84,57,48,63,34,67,12,Striker
13329,D. Corcoran,Bohemian FC,28,Rep. Ireland Premier Division,Republic of Ireland,184,82,57,61,49,60,25,63,11,Striker
13330,O. Kurt,SC Fortuna Köln,22,German 3. Liga,Turkey,174,65,70,47,60,68,54,50,14,Midfielder
13331,H. Wolf,FC Red Bull Salzburg,18,Austrian Bundesliga,Austria,175,68,75,62,55,64,29,54,10,Striker
13332,S. Glarner,FC Thun,29,Swiss Super League,Switzerland,177,74,65,52,57,59,59,70,1,Defender
13333,Li Lei,,25,,China PR,183,66,68,32,55,51,60,63,10,Defender
13334,Moha,Cádiz C.F.,22,Spanish Segunda División,Spain,185,77,81,62,39,63,22,77,11,Striker
13335,W. Al Anazi,Al Shabab,22,Saudi Professional League,Saudi Arabia,168,58,64,54,62,63,54,63,7,Midfielder
13336,M. Camargo,New York City Football Club,23,USA Major League Soccer,Panama,177,73,67,57,61,64,32,58,10,Defender
13337,S. Diarra,RC Lens,22,French Ligue 2,Mali,173,62,63,45,59,63,61,54,11,Midfielder
13338,R. Magyar,SpVgg Greuther Fürth,26,German 2. Bundesliga,Sweden,191,85,53,38,48,47,61,67,13,Defender
13339,M. Ballmert,SV Meppen,23,German 3. Liga,Germany,173,68,70,38,51,60,60,67,9,Defender
13340,T. Gorschlüter,Sportfreunde Lotte,33,German 3. Liga,Germany,176,66,59,48,63,65,56,59,11,Midfielder
13341,D. Choinière,Montreal Impact,20,USA Major League Soccer,Canada,170,69,77,56,55,69,29,46,8,Striker
13342,E. Mašović,Club Brugge KV,18,Belgian First Division A,Serbia,187,74,54,27,47,55,61,65,7,Defender
13343,G. Leigh,Bury,22,English League One,England,181,73,82,45,48,60,60,63,9,Defender
13344,S. Velázquez,Arsenal de Sarandí,26,Argentinian Superliga,Argentina,179,70,71,38,59,68,60,70,11,Defender
13345,J. Báez,Pescara,22,Italian Serie B,Uruguay,178,74,70,64,49,65,20,50,9,Striker
13346,F. Luckeneder,LASK Linz,23,Austrian Bundesliga,Austria,190,73,58,25,35,36,63,67,8,Defender
13347,K. Watson,St. Johnstone FC,27,Scottish Premiership,Scotland,184,78,61,49,56,57,62,70,12,Defender
13348,A. Bray,Rotherham United,21,English League One,England,178,66,75,55,53,63,27,56,11,Striker
13349,S. Olivares,Godoy Cruz,25,Argentinian Superliga,Argentina,180,82,57,33,41,47,62,69,9,Defender
13350,B. Bahn,FSV Zwickau,24,German 3. Liga,Germany,180,69,77,49,57,67,34,56,14,Midfielder
13351,E. Ruiz,La Equidad,19,Colombian Primera A,Colombia,188,84,65,58,52,63,46,61,60,Goalkeeper
13352,D. Etienne Jr.,New York Red Bulls,20,USA Major League Soccer,Haiti,178,73,83,59,56,67,27,56,7,Striker
13353,K. Eisele,Hansa Rostock,22,German 3. Liga,Germany,190,76,65,61,63,67,19,56,62,Goalkeeper
13354,T. Brown,Exeter City,26,English League Two,Wales,185,77,65,30,47,42,58,78,9,Defender
13355,M. Haukås,Viking FK,30,Norwegian Eliteserien,Norway,190,85,62,61,60,62,60,74,10,Midfielder
13356,S. Boyd,Kilmarnock,31,Scottish Premiership,Scotland,188,75,50,41,51,47,60,70,12,Defender
13357,Mayoral,Real Valladolid,20,Spanish Segunda División,Spain,174,70,82,56,55,69,27,47,12,Striker
13358,F. Mussa,CD Tenerife,21,Spanish Segunda División,Tanzania,170,65,83,55,54,67,32,60,10,Striker
13359,K. Ellison,Morecambe,38,English League Two,England,180,76,37,63,57,63,40,69,9,Striker
13360,J. Sheehan,Swansea City,22,English Premier League,Wales,176,75,69,53,59,63,51,65,13,Midfielder
13361,K. Nowak,Heart of Midlothian,23,Scottish Premiership,Poland,188,83,60,44,55,51,59,71,10,Defender
13362,M. Hazazi,Al Fateh,29,Saudi Professional League,Saudi Arabia,161,59,83,43,53,61,57,64,11,Defender
13363,Y. Al Musallam,Al Raed,31,Saudi Professional League,Saudi Arabia,187,82,43,24,31,33,60,79,11,Defender
13364,C. Porter,Sporting Kansas City,24,USA Major League Soccer,United States,185,79,70,59,53,61,34,58,11,Striker
13365,I. La Rocca,Melbourne City,33,Australian A-League,Italy,188,77,43,48,50,51,60,71,11,Defender
13366,D. Lewis,Crawley Town,20,English League Two,England,178,69,77,60,53,67,30,44,10,Striker
13367,T. Shimohira,Yokohama F. Marinos,28,Japanese J1 League,Japan,178,68,61,45,53,68,62,55,11,Defender
13368,J. Walker,Perth Glory,23,Australian A-League,Australia,173,68,72,35,54,64,57,61,9,Defender
13369,Ione Cabrera,FC Admira Wacker Mödling,31,Austrian Bundesliga,Spain,187,77,37,44,51,40,60,75,12,Defender
13370,C. Porter,Crewe Alexandra,33,English League Two,England,186,83,51,62,51,56,34,71,11,Striker
13371,R. Harley,Exeter City,32,English League Two,England,175,70,52,60,64,66,51,59,8,Midfielder
13372,Y. Fujigaya,Gamba Osaka,36,Japanese J1 League,Japan,185,82,62,59,60,64,32,65,62,Goalkeeper
13373,A. Nura,Roma,19,Italian Serie A,Nigeria,182,72,76,48,42,61,59,64,9,Defender
13374,J. Ingham,Melbourne Victory,23,Australian A-League,New Zealand,180,72,85,55,52,66,20,50,11,Striker
13375,F. Altamirano,Banfield,21,Argentinian Superliga,Argentina,185,78,62,59,64,62,44,58,61,Goalkeeper
13376,H. Kılıç,Osmanlıspor,24,Turkish Süper Lig,Netherlands,180,76,61,42,64,60,58,53,10,Midfielder
13377,G. Zabret,Swansea City,21,English Premier League,Slovenia,187,80,68,57,55,66,45,58,61,Goalkeeper
13378,M. Multhaup,FC Ingolstadt 04,20,German 2. Bundesliga,Germany,173,74,79,53,56,67,37,54,11,Striker
13379,D. Louiserre,Le Havre AC,22,French Ligue 2,France,172,64,55,46,58,67,52,53,11,Midfielder
13380,J. Partington,Bristol Rovers,27,English League One,Wales,188,76,61,35,58,60,64,67,8,Defender
13381,H. Wright,SV Sandhausen,19,German 2. Bundesliga,United States,193,80,66,61,47,59,23,60,10,Striker
13382,G. Pinaud,US Orléans Loiret Football,29,French Ligue 2,France,177,71,57,36,57,57,61,66,7,Midfielder
13383,J. Cook,Luton Town,27,English League Two,England,175,80,73,57,59,65,30,61,9,Striker
13384,H. Lennon,Charlton Athletic,22,English League One,England,190,77,69,24,34,39,64,65,9,Defender
13385,C. Daniel,Blackpool,29,English League One,England,180,73,85,59,56,63,49,74,12,Striker
13386,D. Winnard,Morecambe,27,English League Two,England,175,65,74,25,44,46,60,74,12,Defender
13387,J. Anderson,Peterborough United,21,English League One,England,180,75,72,53,58,64,42,57,12,Midfielder
13388,N. Rinderknecht,SC Preußen Münster,19,German 3. Liga,Germany,185,75,64,42,53,56,60,73,13,Defender
13389,A. Meyer,VfB Stuttgart,26,German Bundesliga,Germany,195,88,67,59,67,66,26,49,62,Goalkeeper
13390,K. Knops,Port Vale,29,English League Two,Netherlands,184,75,68,47,57,62,58,72,11,Defender
13391,D. Arboleda,Patriotas Boyacá FC,22,Colombian Primera A,Colombia,188,81,44,24,38,38,61,71,10,Defender
13392,A. Dadakdeniz,Bursaspor,17,Turkish Süper Lig,Turkey,194,84,63,61,58,65,30,58,61,Goalkeeper
13393,E. Birkelund,Sogndal,23,Norwegian Eliteserien,Norway,180,78,72,50,59,69,49,64,12,Midfielder
13394,R. Samnick,La Berrichonne de Châteauroux,24,French Ligue 2,France,188,85,66,32,39,44,62,64,10,Defender
13395,C. Suljic,Crotone,20,Italian Serie A,France,178,74,62,60,62,67,60,58,11,Midfielder
13396,A. Da Cruz,Novara,20,Italian Serie B,Netherlands,184,75,76,63,54,64,28,44,13,Striker
13397,J. Goda,Tours FC,28,French Ligue 2,Cameroon,190,88,59,65,61,60,53,64,62,Goalkeeper
13398,A. Bennett,Cork City,35,Rep. Ireland Premier Division,Republic of Ireland,188,85,31,27,33,29,61,68,11,Defender
13399,T. Walker,Nottingham Forest,20,English Championship,England,179,63,82,62,42,64,23,43,11,Striker
13400,M. Gakpa,US Quevilly-Rouen,23,French Ligue 2,France,182,66,71,61,58,69,25,46,10,Striker
13401,N. Venema,FC Utrecht,18,Holland Eredivisie,Netherlands,181,71,71,64,43,54,19,44,9,Striker
13402,G. McCabe,Bray Wanderers,28,Rep. Ireland Premier Division,Republic of Ireland,170,75,68,59,58,64,39,58,14,Midfielder
13403,V. Janelt,VfL Bochum,19,German 2. Bundesliga,Germany,184,79,58,48,56,63,57,67,8,Midfielder
13404,Lucas Sotero,Corporación Club Deportivo Tuluá,26,Colombian Primera A,Brazil,179,73,71,50,64,64,32,50,9,Midfielder
13405,E. Ćivić,Sparta Praha,21,Czech Liga,Bosnia Herzegovina,182,76,74,51,55,60,44,67,11,Striker
13406,Diego Pampín,RC Celta de Vigo,17,Spanish Primera División,Spain,180,75,63,33,50,54,62,57,13,Defender
13407,Miguel Lázaro,Vitória Setúbal,22,Portuguese Primeira Liga,Portugal,193,79,60,64,55,61,36,63,61,Goalkeeper
13408,M. Dembélé,Brescia,23,Italian Serie B,Mali,181,67,73,36,56,59,62,66,12,Defender
13409,K. Sigurðsson,GIF Sundsvall,25,Swedish Allsvenskan,Iceland,177,76,64,59,56,63,42,59,10,Midfielder
13410,N. Bishop,Scunthorpe United,35,English League One,England,186,81,54,55,57,59,58,74,1,Midfielder
13411,E. Gliozzi,Cesena,21,Italian Serie B,Italy,186,82,58,62,54,60,29,57,12,Striker
13412,B. Silva,U.N.A.M.,18,Mexican Liga MX,Mexico,176,71,67,64,45,61,22,50,9,Striker
13413,M. Peijnenburg,FC Utrecht,20,Holland Eredivisie,Netherlands,187,80,51,28,46,45,59,68,10,Defender
13414,R. Callachan,Heart of Midlothian,23,Scottish Premiership,Scotland,180,76,61,41,59,56,56,70,11,Midfielder
13415,S. Abe,Ventforet Kofu,33,Japanese J1 League,Japan,170,72,69,22,47,54,63,63,12,Defender
13416,Back Jong Hwan,Gangwon FC,32,Korean K League Classic,Korea Republic,178,69,58,50,56,64,60,72,10,Defender
13417,L. Longridge,Hamilton Academical FC,25,Scottish Premiership,Scotland,175,72,84,54,55,63,25,46,10,Striker
13418,J. Mosquera,Envigado FC,20,Colombian Primera A,Colombia,176,75,67,37,51,53,63,65,9,Defender
13419,E. Klenofsky,D.C. United,22,USA Major League Soccer,United States,198,77,64,60,72,61,33,57,63,Goalkeeper
13420,M. Rossmann,Sportfreunde Lotte,22,German 3. Liga,Germany,192,90,43,30,33,35,60,76,7,Defender
13421,Fran,Jönköpings Södra IF,29,Swedish Allsvenskan,Spain,182,82,63,58,49,67,35,53,58,Goalkeeper
13422,Marcus Vinícius,Arka Gdynia,33,Polish Ekstraklasa,Brazil,182,72,73,66,51,67,48,60,13,Striker
13423,N. Blissett,Plymouth Argyle,27,English League One,England,192,78,67,60,41,55,29,74,13,Striker
13424,D. Widemann,1. FC Heidenheim,20,German 2. Bundesliga,Germany,177,70,77,63,50,65,25,46,9,Striker
13425,D. Philliskirk,Blackpool,26,English League One,England,178,72,76,62,53,63,41,64,13,Striker
13426,A. Dykstra,Sporting Kansas City,31,USA Major League Soccer,United States,193,88,62,61,63,60,51,61,61,Goalkeeper
13427,M. Havekotte,Excelsior,21,Holland Eredivisie,Netherlands,187,76,64,62,60,65,42,60,62,Goalkeeper
13428,D. Gnaase,1. FC Heidenheim,20,German 2. Bundesliga,Germany,179,77,76,50,60,65,53,60,8,Midfielder
13429,C. Montano,Port Vale,25,English League Two,Colombia,180,76,78,58,53,66,38,61,10,Striker
13430,Y. Minagawa,Sanfrecce Hiroshima,25,Japanese J1 League,Japan,186,84,55,59,37,52,25,78,10,Striker
13431,T. Nydam,Ipswich Town,17,English Championship,England,170,60,72,50,60,65,55,59,9,Midfielder
13432,Bae Jae Woo,Jeju United FC,24,Korean K League Classic,Korea Republic,175,67,77,28,49,59,60,67,11,Defender
13433,R. Palermo,Arsenal de Sarandí,20,Argentinian Superliga,Argentina,182,71,63,65,47,55,23,48,11,Striker
13434,N. Julan,Le Havre AC,20,French Ligue 2,France,196,83,69,60,41,58,21,59,10,Striker
13435,D. Schmid,FC Basel,19,Swiss Super League,Switzerland,181,70,69,44,66,66,44,61,9,Midfielder
13436,M. Cullen,Blackpool,25,English League One,England,175,75,70,59,51,59,37,61,13,Striker
13437,A. Kiwomya,Doncaster Rovers,21,English League One,England,179,67,93,55,49,64,20,54,11,Striker
13438,L. Figueroa,Newell's Old Boys,24,Argentinian Superliga,Argentina,180,70,61,62,56,59,27,57,11,Striker
13439,M. Koj,Górnik Zabrze,23,Polish Ekstraklasa,Poland,188,81,61,36,45,40,64,69,15,Defender
13440,K. Toner,Stevenage,20,English League Two,Republic of Ireland,182,75,56,34,41,42,60,69,12,Defender
13441,G. Agbaljan,Heracles Almelo,20,Holland Eredivisie,Armenia,183,78,66,51,57,64,56,66,8,Midfielder
13442,K. Sheppard,Cork City,26,Rep. Ireland Premier Division,Republic of Ireland,181,80,86,57,52,60,18,69,12,Striker
13443,K. Müller,SpVgg Unterhaching,26,German 3. Liga,Germany,190,90,62,58,57,65,48,60,60,Goalkeeper
13444,M. Torres,Talleres de Cordoba,19,Argentinian Superliga,Argentina,180,70,73,60,48,56,30,61,10,Striker
13445,S. Habergham,Lincoln City,25,English League Two,England,183,73,62,38,52,53,61,66,23,Defender
13446,G. Somi,Östersunds FK,25,Swedish Allsvenskan,Sweden,176,67,86,42,59,61,52,61,11,Defender
13447,T. Mikkelsen,Ross County FC,27,Scottish Premiership,Denmark,188,83,44,62,48,54,53,69,13,Striker
13448,M. Rodriguez,Houston Dynamo,21,USA Major League Soccer,United States,173,65,63,57,62,66,39,52,11,Midfielder
13449,Pedro Marques,FC Paços de Ferreira,19,Portuguese Primeira Liga,Portugal,180,65,71,28,37,47,61,67,9,Defender
13450,J. Delgadillo,Deportivo Toluca,23,Mexican Liga MX,Mexico,178,85,57,30,39,41,64,65,10,Defender
13451,A. Dávila,Real Sociedad,18,Spanish Primera División,Uruguay,177,72,57,66,42,57,18,49,10,Striker
13452,Lee Jong Min,GwangJu FC,33,Korean K League Classic,Korea Republic,175,68,64,58,63,65,61,64,12,Defender
13453,A. Mozo,U.N.A.M.,20,Mexican Liga MX,Mexico,173,68,69,34,51,61,61,55,9,Defender
13454,C. Cermeño,FC Dallas,21,USA Major League Soccer,Venezuela,165,65,70,43,62,66,62,51,9,Defender
13455,J. Mateta,Le Havre AC,20,French Ligue 2,France,192,84,65,61,42,53,27,71,9,Striker
13456,S. Sy,AS Monaco,21,French Ligue 1,Senegal,192,80,66,59,58,63,53,57,61,Goalkeeper
13457,S. Murray,Hibernian,25,Scottish Premiership,Scotland,183,75,84,61,45,61,18,56,11,Striker
13458,T. Glover,Central Coast Mariners,19,Australian A-League,Australia,190,85,64,62,60,64,24,55,61,Goalkeeper
13459,N. Iwadate,Urawa Red Diamonds,28,Japanese J1 League,Japan,183,78,63,65,67,63,27,57,63,Goalkeeper
13460,F. Uzelac,Würzburger FV,22,German 3. Liga,Croatia,190,82,53,27,34,42,60,66,10,Defender
13461,K. Thomas,Coventry City,21,English League Two,England,178,76,74,58,43,57,35,65,10,Striker
13462,J. Larsen,Borussia Dortmund,18,German Bundesliga,Denmark,183,75,75,54,56,63,36,56,11,Striker
13463,R. Moon,Kaizer Chiefs,20,South African PSL,South Africa,180,74,77,57,44,65,19,50,10,Striker
13464,K. Burger,SpVgg Greuther Fürth,22,German 2. Bundesliga,Germany,189,74,58,24,44,38,62,63,12,Defender
13465,D. Nasu,Urawa Red Diamonds,35,Japanese J1 League,Japan,180,77,54,40,45,50,61,63,9,Defender
13466,C. Kennedy,AFC Wimbledon,27,English League One,England,185,80,71,39,60,57,56,69,8,Defender
13467,S. Karamoko,Paris FC,24,French Ligue 2,France,170,65,69,38,51,59,59,68,9,Defender
13468,V. Slivka,Hibernian,22,Scottish Premiership,Lithuania,185,81,51,49,61,68,45,58,4,Midfielder
13469,C. Itten,FC Basel,19,Swiss Super League,Switzerland,189,81,59,58,57,59,33,61,8,Striker
13470,F. Núñez,Godoy Cruz,21,Argentinian Superliga,Argentina,175,70,69,63,50,66,20,48,10,Striker
13471,E. Maidana,Incheon United FC,29,Korean K League Classic,Argentina,180,77,72,61,39,58,19,69,9,Striker
13472,C. Stanko,SC Freiburg,23,German Bundesliga,United States,180,81,56,45,53,61,59,69,11,Defender
13473,S. Macías,Independiente Medellín,21,Colombian Primera A,Colombia,175,72,77,39,58,61,54,62,10,Defender
13474,Leandro Pestanha,Avaí Futebol Clube,33,Campeonato Brasileiro Série A,Brazil,192,89,61,64,71,68,53,55,64,Goalkeeper
13475,R. Thellufsen,Aalborg BK,20,Danish Superliga,Denmark,185,74,70,60,51,69,39,60,10,Striker
13476,A. Bala,SV Zulte-Waregem,20,Belgian First Division A,Nigeria,180,74,84,53,54,65,26,54,11,Striker
13477,R. Aabid,Paris FC,25,French Ligue 2,France,178,71,74,54,57,67,26,52,10,Striker
13478,E. Zelazny,ES Troyes AC,25,French Ligue 1,France,186,80,65,53,50,69,44,64,60,Goalkeeper
13479,R. Shekari,Rubin Kazan,19,Russian Premier League,Iran,187,85,64,54,61,66,43,59,11,Midfielder
